#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B	UniProt Accessions	Biogrid Database	FT	DNA binding	Repressor activity	WD40 Interaction	Mean LIS TBL1R	Mean cLIS TBL1R	Mean LIS TBL1	Mean cLIS TBL1	Mean LIS	Mean cLIS
3314979	2019	6907	108334	112770	-	-	EN1	TBL1X	-	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q05925	-	NP_001417	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3315072	6928	6907	112790	112770	-	-	HNF1B	TBL1X	FJHN|HNF-1B|HNF1beta|HNF2|HPC11|LF-B3|LFB3|MODY5|TCF-2|TCF2|VHNF1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P35680	E0YMJ6|Q6FHW6	NP_000449|NP_001159395|NP_001291215	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P27889	TBL1X	True	True	True	False	0.0	0.0	0.0	0.0	0.0	0.0
3315236	3172	6907	109414	112770	RP5-1013A22.1	-	HNF4A	TBL1X	FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P41235	B9VVT8|F1D8T0|A0A087WXV4|F1D8T1|F1D8S2	NP_000448|NP_001245284|NP_001025175|NP_001025174|NP_849180|NP_849181|NP_001274111|NP_001274113|NP_001274112|NP_787110	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P49698	TBL1X	True	True	True	True	0.1465	0.119	0.217	0.231	0.18175	0.175
3316825	89884	6907	124635	112770	-	-	LHX4	TBL1X	CPHD4	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q969G2	-	NP_203129	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3317141	4654	6907	110737	112770	-	-	MYOD1	TBL1X	MYF3|MYOD|PUM|bHLHc1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P15172	-	NP_002469	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3317230	4774	6907	110847	112770	RP5-902P15.1	-	NFIA	TBL1X	CTF|NF-I/A|NF1-A|NFI-A|NFI-L	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q12857	-	NP_001138983|NP_005586|NP_001128145|NP_001138984	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q02780	TBL1X/TBL1XR1	True	True	False	True	0.0205	0.0025	0.0175	0.0	0.019	0.00125
3317299	4781	6907	110853	112770	RP11-280O24.2	-	NFIB	TBL1X	CTF|HMGIC/NFIB|NF-I/B|NF1-B|NFI-B|NFI-RED|NFIB2|NFIB3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O00712	Q5VW28|Q5VW27|Q5VW26|Q5VW30	NP_001177667|NP_001177666|NP_001269716|NP_005587	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P97863	TBL1X/TBL1XR1	True	True	False	True	0.022	0.0025	0.0115	0.0	0.01675	0.00125
3317369	4782	6907	110854	112770	-	-	NFIC	TBL1X	CTF|CTF5|NF-I|NFI	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P08651	B7Z4T6	NP_001231931|NP_001231933|NP_001231934|NP_005588|NP_995315	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P70255	TBL1X/TBL1XR1	True	True	False	True	0.0195	0.004	0.021	0.00505	0.02025	0.004525
3317449	4784	6907	110856	112770	-	-	NFIX	TBL1X	MRSHSS|NF1A|SOTOS2	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q14938	D2DXM9|B4DHW2	NP_001257973|NP_001257972|NP_002492	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P70257	TBL1X/TBL1XR1	True	True	True	True	0.039	0.0085	0.022	0.01505	0.0305	0.011775
3317757	5080	6907	111114	112770	-	-	PAX6	TBL1X	AN|AN2|D11S812E|FVH1|MGDA|WAGR	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P26367	F1T0F8|Q66SS1	NP_000271|NP_001595|NP_001245393|NP_001245392|NP_001245391|NP_001245394|NP_001121084	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P63015	TBL1X	True	True	True	True	0.0855	0.023	0.0835	0.0235	0.0845	0.02325
3317908	5081	6907	111115	112770	-	-	PAX7	TBL1X	HUP1|PAX7B|RMS2	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P23759	-	NP_002575|NP_001128726|NP_039236	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P47239	TBL1X	True	True	True	True	0.035	0.0085	0.0235	0.0115	0.02925	0.01
3318078	5083	6907	111117	112770	-	-	PAX9	TBL1X	STHAG3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P55771	Q2L4T1	NP_006185	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P47242	TBL1X	True	True	True	True	0.135	0.0625	0.0665	0.03	0.10075	0.04625
3318173	5468	6907	111464	112770	-	-	PPARG	TBL1X	CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P37231	D2KUA6	NP_056953|NP_619725|NP_005028|NP_619726	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P37238	TBL1X/TBL1XR1	True	True	True	True	0.0205	0.009	0.028	0.011	0.02425	0.01
3318201	639	6907	107108	112770	RP1-134E15.1	-	PRDM1	TBL1X	BLIMP1|PRDI-BF1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O75626	B4DW27	NP_878911|NP_001189	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q60636	TBL1X	True	True	True	False	0.0	0.0	0.0	0.0	0.0	0.0
3318250	6663	6907	112546	112770	RP5-1039K5.9	-	SOX10	TBL1X	DOM|PCWH|WS2E|WS4|WS4C	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P56693	A0A024R1N6	NP_008872	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3318386	64321	6907	122134	112770	-	-	SOX17	TBL1X	VUR3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q9H6I2	-	NP_071899	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3318556	6657	6907	112540	112770	-	-	SOX2	TBL1X	ANOP3|MCOPS3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P48431	-	NP_003097	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P48432	TBL1X/TBL1XR1	True	True	True	True	0.15	0.066	0.15	0.078	0.15	0.072
3318669	6660	6907	112543	112770	RP11-444D3.1	-	SOX5	TBL1X	L-SOX5|L-SOX5B|L-SOX5F	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P35711	T2CYZ2|A0A024RB06	NP_001248343|NP_008871|NP_694534|NP_821078|NP_001248344	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3318745	55553	6907	120714	112770	-	-	SOX6	TBL1X	HSSOX6|SOXD	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P35712	-	NP_001139283|NP_001139291|NP_059978|NP_201583	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3318908	121340	6907	125723	112770	-	-	SP7	TBL1X	OI11|OI12|OSX|osterix	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q8TDD2	A0A024RAY8	NP_690599|NP_001166938|NP_001287766	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q8VI67	TBL1X/TBL1XR1	True	True	False	True	0.0425	0.007	0.064	0.009	0.05325	0.008
3319215	10716	6907	115942	112770	-	-	TBR1	TBL1X	TBR-1|TES-56	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q16650	-	NP_006584	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q64336	TBL1X	True	True	True	True	0.139	0.058	0.0665	0.0325	0.10275	0.04525
3319305	7003	6907	112862	112770	-	-	TEAD1	TBL1X	AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P28347	Q59EF3	NP_068780	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3319404	3195	6907	109435	112770	-	-	TLX1	TBL1X	HOX11|TCL3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P31314	-	NP_001182446|NP_005512	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P43345	TBL1X	True	True	True	True	0.1525	0.0565	0.137	0.058	0.14475	0.05725
3319513	3196	6907	109436	112770	-	-	TLX2	TBL1X	HOX11L1|NCX	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID|Filtered using SAINT software tools (cutoff 0.74) and CRAPome database	-	BIOGRID	O43763	-	NP_057254	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q61663	TBL1X	True	True	False	True	0.131	0.046	0.1405	0.0675	0.13575	0.05675
3319624	30012	6907	119030	112770	-	-	TLX3	TBL1X	HOX11L2|RNX	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID|Filtered using SAINT software tools (cutoff 0.74) and CRAPome database	-	BIOGRID	O43711	-	NP_066305	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	O55144	TBL1X/TBL1XR1	True	True	True	True	0.1565	0.078	0.152	0.0665	0.15425	0.07225
3319879	30813	6907	119037	112770	RP5-1025A1.1	-	VSX1	TBL1X	CAASDS|KTCN|KTCN1|PPCD|PPCD1|PPD|RINX	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID|Filtered using SAINT software tools (cutoff 0.74) and CRAPome database	-	BIOGRID	Q9NZR4	-	NP_955457|NP_055403|NP_001243201|NP_001243200	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q91V10	TBL1X	True	True	True	True	0.146	0.083	0.112	0.067	0.129	0.075
3324494	367	6907	106862	112770	RP11-383C12.1	-	AR	TBL1X	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Velot L (2021)	PUBMED:33640491	9606	9606	High Throughput	1	-	Proximity Label-MS was carried out to identify high confidence interactions with a SAINT score of greater than or equal to 0.9 (Saint scores shown).	-	BIOGRID	P10275	F1D8N5	NP_001011645|NP_000035	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3372662	6749	6907	112627	112770	-	-	SSRP1	TBL1X	FACT|FACT80|T160	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q08945	A0A024R4Z6	NP_003137	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3432819	6907	6667	112770	112550	-	-	TBL1X	SP1	EBI|SMAP55|TBL1	-	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.705)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P08047	-	NP_003100|NP_612482|NP_001238754	-	-	-	-	-	-	Homo sapiens	Homo sapiens	O89090	TBL1X/TBL1XR1	True	True	True	True	0.0645	0.017	0.08	0.0195	0.07225	0.01825
3432820	6907	3068	112770	109318	-	RP11-66D17.10-003	TBL1X	HDGF	EBI|SMAP55|TBL1	HMG1L2	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.652)|MDA231 cell line (score 0.676)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P51858	-	NP_001119522|NP_001119523|NP_001306117|NP_001306116|NP_001306115|NP_004485	-	-	-	-	-	-	Homo sapiens	Homo sapiens	P51859	TBL1X/TBL1XR1	True	True	True	True	0.049	0.013	0.048	0.016	0.0485	0.0145
3432821	6907	3832	112770	110030	-	-	TBL1X	KIF11	EBI|SMAP55|TBL1	EG5|HKSP|KNSL1|MCLMR|TRIP5	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.665)|MCF7 cell line (score 0.65)|MDA231 cell line (score 0.638)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P52732	-	NP_004514	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3432822	6907	6500	112770	112391	-	-	TBL1X	SKP1	EBI|SMAP55|TBL1	EMC19|OCP-II|OCP2|SKP1A|TCEB1L|p19A	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.684)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P63208	-	NP_733779|NP_008861	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3432823	6907	79718	112770	122834	-	-	TBL1X	TBL1XR1	EBI|SMAP55|TBL1	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.696)|MCF7 cell line (score 0.68)|MDA231 cell line (score 0.662)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3432824	6907	27101	112770	118001	-	PNAS-107	TBL1X	CACYBP	EBI|SMAP55|TBL1	GIG5|S100A6BP|SIP	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.674)|MCF7 cell line (score 0.69)|MDA231 cell line (score 0.683)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9HB71	A0A024R904	NP_055227|NP_001007215	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3432825	6907	23186	112770	116796	-	-	TBL1X	RCOR1	EBI|SMAP55|TBL1	COREST|RCOR	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.641)|MCF7 cell line (score 0.697)|MDA231 cell line (score 0.675)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9UKL0	J3KN32	NP_055971	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3432826	6907	51592	112770	119625	-	-	TBL1X	TRIM33	EBI|SMAP55|TBL1	ECTO|PTC7|RFG7|TF1G|TIF1G|TIF1GAMMA|TIFGAMMA	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.706)|MDA231 cell line (score 0.641)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9UPN9	B3KN30	NP_148980|NP_056990	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3432827	6907	9612	112770	114974	-	-	TBL1X	NCOR2	EBI|SMAP55|TBL1	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.706)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9Y618	C9JFD3|C9J0Q5|C9JE98	NP_001070729|NP_006303|NP_001193583	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3458348	23476	6907	117036	112770	-	-	BRD4	TBL1X	CAP|HUNK1|HUNKI|MCAP	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Zhai Y (2022)	PUBMED:35987950	9606	9606	High Throughput	-	-	illumination time of 20 minutes (longest time period)|photoactivation-dependent proximity labeling (PDPL)	-	BIOGRID	O60885	-	NP_001317313|NP_490597|NP_001366221|NP_001366220|NP_055114	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3471215	54764	6907	120139	112770	RP11-298J20.4	-	ZRANB1	TBL1X	TRABID	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Chen Y (2022)	PUBMED:35944360	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UGI0	-	NP_060050	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3503449	25976	6907	117460	112770	-	-	TIPARP	TBL1X	ARTD14|PARP7|pART14	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Chen H (2022)	PUBMED:35439318	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q7Z3E1	Q05BQ2	NP_001171647|NP_001171646|NP_056323	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3527806	23028	6907	116667	112770	RP1-184J9.1	-	KDM1A	TBL1X	AOF2|BHC110|KDM1|LSD1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Barnes CE (2022)	PUBMED:34709266	9606	9606	High Throughput	-	-	BioID|HEK293T cells	-	BIOGRID	O60341	-	NP_055828|NP_001350583|NP_001009999	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3528066	3065	6907	109315	112770	RP4-811H24.2	-	HDAC1	TBL1X	GON-10|HD1|RPD3|RPD3L1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Barnes CE (2022)	PUBMED:34709266	9606	9606	High Throughput	-	-	BioID|HEK293T cells	-	BIOGRID	Q13547	Q6IT96	NP_004955	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3529628	23186	6907	116796	112770	-	-	RCOR1	TBL1X	COREST|RCOR	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Barnes CE (2022)	PUBMED:34709266	9606	9606	High Throughput	-	-	BioID|HEK293T cells	-	BIOGRID	Q9UKL0	J3KN32	NP_055971	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3584478	6907	79718	112770	122834	-	-	TBL1X	TBL1XR1	EBI|SMAP55|TBL1	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Ito T (2021)	PUBMED:34857952	9606	9606	High Throughput	0,010059269	-	CRISPR GI screen|Cell Line: GI1_CENTRAL_NERVOUS_SYSTEM score (0.0100592694732015)|Experimental Setup: Timecourse-Synthetic Lethality|GIST: A-phenotypic negative genetic interaction|Library: Digenic Paralog CRISPR library|Significance Threshold: GEMINI FDR < 0.05	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3586740	4204	6907	110368	112770	-	-	MECP2	TBL1X	AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT	EBI|SMAP55|TBL1	PCA	physical	Alexander-Howden B (2023)	PUBMED:36890145	9606	9606	Low Throughput	-	-	NanoLuc	-	BIOGRID	P51608	Q59FJ6|D3YJ43	NP_001303266|NP_001104262|NP_004983	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q9Z2D6	TBL1X/TBL1XR1	True	True	True	True	0.149	0.06	0.27	0.307	0.2095	0.1835
3652208	503627	6907	139026	112770	-	-	TPRX2P	TBL1X	TPRX2P1|TPRXP1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Gawriyski L (2024)	PUBMED:38297188	9606	9606	High Throughput	-	-	Statistically significant (BFDR < 0.01) and contaminant filtered AP-MS data	-	BIOGRID	-	-	-	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3656236	402	6907	106895	112770	-	-	ARL2	TBL1X	ARFL2	EBI|SMAP55|TBL1	Two-hybrid	physical	Wang XW (2023)	PUBMED:36949045	9606	9606	High Throughput	-	-	-	-	BIOGRID	P36404	Q53YD8	NP_001186674|NP_001658	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3763024	-	6907	4383955	112770	-	-	E8	TBL1X	E8^E2C	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Dreer M (2016)	PUBMED:27064408	333760	9606	High Throughput	-	-	No Viral Type Specificity: Interaction in HPV type(s): HPV16, HPV31	-	BIOGRID	P0DKA0	-	-	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	BTO:0000671|CL:0002518|BTO:0002181	kidney|kidney epithelial cell|HEK-293T cell	phenotype|cell type|phenotype	-|-|BTO:0002733	-|-|embryonic kidney cell line	-|-|-	Human papillomavirus (16)	Homo sapiens												
